blueWardsPlaced;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalMinionsKilled;blueGoldDiff;redWardsPlaced;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalMinionsKilled;redGoldDiff;blueWins
124;1;5;4;6;1;0;1;0;16243;7.0;225;1034;17;0;4;5;2;0;0;0;0;15209;6.8;227;-1034;0
18;1;3;7;2;0;0;0;0;15065;6.6;231;-2595;17;0;7;3;6;1;0;1;0;17660;7.4;260;2595;1
22;0;1;2;3;0;0;0;0;14359;6.8;228;-334;16;1;2;1;1;1;1;0;0;14693;6.6;223;334;1
13;1;11;4;8;2;1;1;1;19377;7.4;233;3806;15;0;4;11;4;0;0;0;0;15571;7.0;231;-3806;1
34;0;2;7;2;0;0;0;0;14135;6.8;220;-2711;13;1;7;2;7;0;0;0;0;16846;7.2;230;2711;0
24;1;8;4;8;0;0;0;0;17448;6.8;242;2551;17;0;4;8;7;0;0;0;0;14897;6.6;195;-2551;1
50;1;6;3;9;1;1;0;0;15958;6.6;213;66;37;0;3;6;3;0;0;0;0;15892;6.8;254;-66;0
16;0;10;5;13;1;1;0;0;18287;7.2;213;2242;36;1;5;10;3;0;0;0;0;16045;6.8;225;-2242;0
13;0;2;5;2;1;0;1;0;15534;7.0;252;-893;13;1;5;2;8;0;0;0;0;16427;7.0;231;893;0
33;0;2;5;2;0;0;0;0;14935;7.0;230;-1208;17;1;5;2;8;1;1;0;0;16143;7.0;248;1208;0
13;0;12;4;11;0;0;0;0;19331;7.2;255;4003;17;1;4;12;5;1;1;0;0;15328;6.8;215;-4003;1
17;0;8;6;7;1;1;0;0;17131;7.4;240;819;13;1;6;8;9;0;0;0;0;16312;7.0;206;-819;1
78;1;9;3;10;0;0;0;0;17983;7.0;230;4009;18;0;3;9;1;1;0;1;0;13974;6.6;183;-4009;1
16;0;5;6;5;1;1;0;0;16842;7.0;221;-259;16;1;6;5;6;0;0;0;0;17101;7.4;247;259;0
22;1;9;6;13;0;0;0;0;17569;6.8;212;1728;11;0;6;9;7;0;0;0;0;15841;7.0;180;-1728;0
15;0;5;5;3;1;0;1;0;15882;6.8;241;474;15;1;5;5;6;1;1;0;0;15408;6.4;207;-474;0
19;1;9;3;8;0;0;0;0;17049;6.8;202;1863;17;0;3;9;5;0;0;0;0;15186;6.8;204;-1863;0
40;0;1;7;1;0;0;0;0;13556;6.8;200;-3846;17;1;7;1;7;1;1;0;0;17402;7.2;253;3846;0
13;0;1;3;1;0;0;0;0;14692;7.0;227;-2373;17;1;3;1;5;1;1;0;0;17065;7.2;250;2373;0
15;0;8;7;10;1;1;0;0;17000;6.6;204;218;14;1;7;8;5;0;0;0;0;16782;6.8;209;-218;1
31;1;6;4;7;0;0;0;0;17200;7.2;235;2208;20;0;4;6;5;0;0;0;0;14992;6.6;215;-2208;1
44;0;5;7;2;1;1;0;0;15409;7.2;217;-1440;17;1;7;5;9;0;0;0;0;16849;7.2;241;1440;0
27;0;10;12;13;1;1;0;0;17283;6.4;184;-845;14;1;12;10;7;0;0;0;0;18128;6.8;208;845;0
16;0;5;9;5;0;0;0;0;15477;6.4;173;-2635;12;1;9;5;12;1;1;0;0;18112;7.0;241;2635;0
54;0;6;1;8;2;1;1;0;16763;7.0;224;2817;37;1;1;6;1;0;0;0;0;13946;6.4;207;-2817;1
13;0;9;5;4;2;1;1;0;18434;7.4;223;2812;16;1;5;9;3;0;0;0;0;15622;7.2;226;-2812;1
17;0;1;6;2;0;0;0;0;13731;6.6;218;-3864;24;1;6;1;10;1;1;0;0;17595;7.2;263;3864;0
14;0;5;6;6;1;1;0;0;17251;7.4;233;334;16;1;6;5;5;0;0;0;0;16917;7.0;230;-334;1
12;1;7;6;5;1;1;0;0;17051;7.0;246;1909;16;0;6;7;8;0;0;0;0;15142;6.4;196;-1909;1
14;1;7;7;6;0;0;0;0;16346;7.0;209;-346;33;0;7;7;7;0;0;0;0;16692;7.2;182;346;0
24;1;14;4;14;0;0;0;0;21095;7.6;249;5802;13;0;4;14;5;1;1;0;0;15293;6.2;186;-5802;1
14;1;6;4;3;1;1;0;0;16434;7.0;228;1085;12;0;4;6;2;0;0;0;0;15349;6.6;220;-1085;1
36;1;4;11;2;1;1;0;0;15834;6.8;197;-2383;16;0;11;4;7;0;0;0;0;18217;7.4;182;2383;0
40;0;8;9;9;1;0;1;0;16968;7.0;214;306;25;1;9;8;10;0;0;0;0;16662;6.6;208;-306;1
19;1;5;7;7;0;0;0;0;15949;6.8;209;-1568;19;0;7;5;8;1;1;0;0;17517;7.2;215;1568;0
17;0;5;7;3;1;1;0;0;16056;6.8;234;-1419;39;1;7;5;13;1;0;1;0;17475;7.0;227;1419;1
27;1;10;6;8;1;0;1;0;18392;6.8;222;2263;18;0;6;10;5;1;1;0;0;16129;6.4;213;-2263;1
17;1;6;2;9;0;0;0;0;16415;7.2;230;1374;17;0;2;6;2;1;1;0;0;15041;6.8;217;-1374;1
18;0;14;4;21;1;1;0;0;19948;7.4;220;4301;66;1;4;14;4;0;0;0;0;15647;6.6;205;-4301;1
13;1;9;4;6;0;0;0;0;18189;7.0;220;3905;15;0;4;9;3;0;0;0;0;14284;6.2;181;-3905;1
15;0;3;8;4;0;0;0;0;14398;6.6;194;-2919;16;1;8;3;9;1;1;0;0;17317;7.0;207;2919;1
22;1;6;0;8;1;1;0;0;17359;7.4;265;2923;15;0;0;6;0;0;0;0;0;14436;6.8;242;-2923;1
19;0;4;7;3;0;0;0;0;15817;6.8;210;-1059;15;1;7;4;9;2;1;1;0;16876;7.0;214;1059;0
12;0;3;5;3;1;0;1;0;15861;7.0;270;-406;14;1;5;3;7;1;1;0;0;16267;7.0;235;406;0
16;0;7;3;7;1;1;0;0;16355;7.0;238;1143;11;1;3;7;2;0;0;0;0;15212;7.0;216;-1143;1
57;0;11;9;13;0;0;0;0;18333;7.0;225;736;15;1;9;11;9;1;1;0;0;17597;7.2;205;-736;1
10;1;2;11;3;0;0;0;0;14562;6.8;196;-4816;12;0;11;2;12;1;1;0;0;19378;7.4;259;4816;0
18;0;11;6;13;2;1;1;0;19677;7.6;236;3977;36;1;6;11;12;0;0;0;0;15700;6.4;208;-3977;1
18;0;11;7;14;0;0;0;0;18793;7.0;217;3026;20;1;7;11;8;1;1;0;0;15767;6.4;174;-3026;1
22;0;4;12;0;1;1;0;0;14276;6.8;190;-4262;16;1;12;4;14;0;0;0;0;18538;7.2;224;4262;0
18;1;4;1;4;1;0;1;1;16808;6.8;227;2476;15;0;1;4;0;1;1;0;0;14332;6.8;248;-2476;0
15;0;3;9;3;0;0;0;0;15002;6.6;217;-3545;39;1;9;3;10;2;1;1;0;18547;7.4;224;3545;0
16;0;4;9;5;1;0;1;0;14354;6.4;173;-4324;30;1;9;4;13;1;1;0;0;18678;7.0;213;4324;0
11;0;5;6;6;1;1;0;0;15926;7.2;223;-496;9;1;6;5;5;0;0;0;0;16422;7.4;218;496;1
18;0;3;5;5;0;0;0;0;14742;6.6;241;-1620;17;1;5;3;6;1;1;0;0;16362;7.0;226;1620;0
18;1;6;10;8;0;0;0;0;16481;6.8;201;-1334;14;0;10;6;12;1;1;0;0;17815;7.2;198;1334;1
39;1;9;8;5;0;0;0;0;16307;7.0;194;-796;18;0;8;9;10;0;0;0;0;17103;6.8;215;796;0
39;1;6;2;3;1;1;0;0;16569;7.2;238;1398;17;0;2;6;3;0;0;0;0;15171;6.6;233;-1398;1
17;1;5;3;5;0;0;0;0;17322;7.0;229;3005;18;0;3;5;4;0;0;0;0;14317;6.4;197;-3005;1
18;1;3;8;2;0;0;0;0;14711;6.8;222;-3156;18;0;8;3;6;0;0;0;0;17867;7.2;238;3156;0
21;0;3;5;3;2;1;1;0;16009;7.2;268;-473;16;1;5;3;7;0;0;0;0;16482;6.8;246;473;1
14;0;5;10;4;0;0;0;0;15102;6.4;196;-3397;22;1;10;5;12;1;0;1;0;18499;7.0;225;3397;0
40;0;6;9;5;0;0;0;0;15499;6.8;222;-1937;13;1;9;6;12;1;1;0;0;17436;7.0;204;1937;0
37;1;10;4;10;0;0;0;0;18456;7.2;218;3765;15;0;4;10;3;0;0;0;0;14691;6.8;193;-3765;1
13;1;5;2;5;1;1;0;0;15767;7.0;224;384;16;0;2;5;3;1;0;1;0;15383;7.0;250;-384;0
16;1;11;5;12;1;1;0;0;18890;7.2;223;2708;16;0;5;11;4;0;0;0;0;16182;7.2;230;-2708;1
15;1;4;8;3;0;0;0;0;14901;7.0;209;-2427;16;0;8;4;7;0;0;0;0;17328;7.2;224;2427;0
18;1;6;3;7;1;1;0;0;16785;7.4;245;1901;48;0;3;6;2;0;0;0;0;14884;7.0;211;-1901;1
37;0;10;5;15;1;1;0;0;18786;7.2;235;2480;15;1;5;10;8;1;0;1;0;16306;6.8;221;-2480;1
16;0;1;10;2;1;0;1;0;14727;6.6;219;-3581;14;1;10;1;15;1;1;0;0;18308;7.0;248;3581;0
35;1;10;5;14;2;1;1;0;18009;7.2;200;2911;15;0;5;10;5;0;0;0;0;15098;6.8;212;-2911;1
16;0;1;4;2;1;0;1;0;14526;6.8;224;-1245;16;1;4;1;4;1;1;0;0;15771;7.0;241;1245;0
15;0;8;6;8;1;1;0;0;16627;6.8;212;166;14;1;6;8;6;1;0;1;0;16461;7.0;209;-166;0
14;0;1;6;1;0;0;0;0;13075;6.4;169;-6309;19;1;6;1;5;0;0;0;1;19384;7.2;270;6309;0
16;0;5;11;4;0;0;0;0;16105;6.8;214;-2047;141;1;11;5;5;1;1;0;0;18152;7.6;208;2047;0
15;1;3;4;6;0;0;0;0;14782;6.8;213;-1464;19;0;4;3;4;1;1;0;0;16246;7.0;238;1464;0
13;1;5;3;4;2;1;1;0;15889;7.0;217;874;39;0;3;5;4;0;0;0;0;15015;7.2;215;-874;1
18;1;2;5;3;1;1;0;0;15158;6.8;250;-627;45;0;5;2;9;0;0;0;0;15785;6.8;243;627;0
16;0;3;3;4;0;0;0;0;15073;6.8;227;-334;12;1;3;3;3;0;0;0;0;15407;6.8;251;334;0
19;1;7;8;5;1;1;0;0;17125;7.2;240;449;16;0;8;7;13;0;0;0;0;16676;7.0;177;-449;0
17;0;6;9;6;0;0;0;0;16377;6.6;209;-780;24;1;9;6;14;0;0;0;0;17157;6.6;200;780;0
20;0;4;6;4;1;0;1;0;15888;7.4;234;-205;18;1;6;4;7;0;0;0;0;16093;7.0;217;205;0
16;0;2;3;3;0;0;0;0;14414;6.8;226;-1731;16;1;3;2;3;0;0;0;0;16145;7.0;268;1731;0
34;0;10;9;9;1;1;0;0;18329;7.0;219;947;47;1;9;10;11;0;0;0;0;17382;7.2;194;-947;0
16;1;6;7;10;0;0;0;0;16245;6.8;215;-713;18;0;7;6;5;1;1;0;0;16958;6.8;207;713;0
15;1;3;4;2;1;1;0;0;16120;6.8;223;1171;13;0;4;3;3;0;0;0;0;14949;7.2;207;-1171;1
10;1;5;7;8;0;0;0;0;15548;6.4;191;-459;16;0;7;5;9;1;1;0;0;16007;6.8;196;459;0
19;1;8;2;12;0;0;0;0;17432;7.2;209;2673;11;0;2;8;4;1;1;0;0;14759;6.6;216;-2673;1
18;1;9;7;10;1;1;0;0;16922;6.8;207;-251;15;0;7;9;3;0;0;0;0;17173;7.2;221;251;1
29;1;5;2;5;0;0;0;0;16142;7.2;245;534;15;0;2;5;2;2;1;1;0;15608;6.8;277;-534;0
14;0;2;8;2;1;1;0;0;14630;6.6;211;-4005;14;1;8;2;7;0;0;0;0;18635;7.4;271;4005;0
15;1;2;4;1;2;1;1;0;15131;7.0;239;-318;17;0;4;2;5;0;0;0;0;15449;6.8;216;318;1
12;1;8;5;7;1;0;1;0;17697;7.2;203;2682;15;0;5;8;5;1;1;0;0;15015;6.6;165;-2682;0
15;1;4;3;5;1;1;0;0;16116;7.0;244;2092;13;0;3;4;2;0;0;0;0;14024;6.4;191;-2092;0
18;0;10;7;9;0;0;0;0;18485;7.4;228;2300;16;1;7;10;6;0;0;0;0;16185;7.2;187;-2300;1
15;1;6;3;4;1;1;0;0;16980;7.0;241;2642;16;0;3;6;5;0;0;0;0;14338;6.6;188;-2642;1
14;1;5;4;6;0;0;0;0;17066;6.8;236;2833;12;0;4;5;2;1;1;0;0;14233;7.0;172;-2833;1
14;1;8;8;9;0;0;0;0;17202;6.6;214;-336;14;0;8;8;9;1;1;0;0;17538;7.0;214;336;0
15;0;1;8;2;1;1;0;0;14702;6.6;214;-5136;14;1;8;1;7;0;0;0;1;19838;7.6;289;5136;0
14;0;13;7;11;0;0;0;0;18692;7.4;238;1872;13;1;7;13;11;0;0;0;0;16820;6.6;215;-1872;1
16;0;11;13;13;1;1;0;0;18549;6.8;182;-1048;15;1;13;11;17;1;0;1;1;19597;6.8;201;1048;0
15;0;4;5;3;1;1;0;0;15859;7.2;242;-88;41;1;5;4;10;0;0;0;0;15947;7.2;222;88;1
15;0;4;9;5;0;0;0;0;16044;7.0;224;-1427;18;1;9;4;6;0;0;0;0;17471;7.2;243;1427;1
17;0;8;11;6;1;0;1;0;15941;6.8;180;-2440;14;1;11;8;15;0;0;0;0;18381;6.8;219;2440;1
23;1;5;9;4;0;0;0;0;15675;6.6;229;-1614;14;0;9;5;12;1;1;0;0;17289;7.2;215;1614;0
15;0;4;7;2;1;1;0;0;15682;6.8;234;-1075;19;1;7;4;6;0;0;0;0;16757;6.8;213;1075;1
56;1;7;8;7;2;1;1;0;15843;6.8;190;-1799;17;0;8;7;15;0;0;0;0;17642;6.8;196;1799;1
16;1;12;3;11;1;1;0;0;18248;7.4;201;3296;12;0;3;12;3;0;0;0;0;14952;6.4;201;-3296;1
13;0;4;7;3;0;0;0;0;15333;7.0;201;-1942;18;1;7;4;5;1;1;0;0;17275;6.8;236;1942;1
17;1;8;4;10;1;1;0;0;17496;7.2;246;2013;16;0;4;8;3;0;0;0;0;15483;7.0;229;-2013;1
14;1;12;8;15;2;1;1;0;19809;7.0;221;3574;22;0;8;12;11;0;0;0;0;16235;6.8;166;-3574;1
21;1;13;3;9;1;1;0;0;19329;7.0;246;6000;36;0;3;13;5;1;0;1;0;13329;6.0;142;-6000;1
22;0;5;9;2;0;0;0;1;15600;6.2;193;-3128;15;1;9;5;9;1;0;1;1;18728;6.8;232;3128;0
15;0;4;4;1;2;1;1;0;16292;7.2;274;1229;18;1;4;4;2;0;0;0;0;15063;7.0;220;-1229;1
22;1;5;10;6;1;0;1;0;17677;7.0;269;1285;18;0;10;5;9;1;1;0;0;16392;6.6;173;-1285;0
38;0;5;10;6;0;0;0;0;15141;6.8;176;-3274;12;1;10;5;8;1;1;0;0;18415;7.2;238;3274;0
15;0;5;8;1;0;0;0;0;14897;7.0;212;-1770;16;1;8;5;9;1;1;0;0;16667;6.8;191;1770;0
46;1;8;3;14;1;1;0;0;17520;7.0;211;1892;11;0;3;8;4;0;0;0;0;15628;6.8;250;-1892;1
17;1;8;7;9;0;0;0;0;17164;7.0;222;525;17;0;7;8;7;0;0;0;0;16639;6.8;215;-525;0
12;1;5;6;8;1;1;0;0;15999;6.6;234;-415;16;0;6;5;8;0;0;0;0;16414;7.0;226;415;0
10;0;2;6;1;0;0;0;0;14542;6.8;234;-1751;15;1;6;2;4;1;1;0;0;16293;7.0;229;1751;1
12;1;14;6;10;1;0;1;1;20225;6.6;194;4453;17;0;6;14;6;1;1;0;0;15772;6.6;189;-4453;1
17;1;11;6;10;1;1;0;0;18203;7.0;199;1393;29;0;6;11;2;0;0;0;0;16810;6.8;224;-1393;0
18;0;6;5;4;2;1;1;0;16787;7.2;253;534;17;1;5;6;10;0;0;0;0;16253;7.2;197;-534;1
19;1;2;11;2;0;0;0;0;14959;6.8;226;-3301;16;0;11;2;18;1;1;0;0;18260;7.4;203;3301;0
17;0;4;7;4;2;1;1;0;15132;6.8;190;-2022;14;1;7;4;7;0;0;0;0;17154;7.2;242;2022;1
14;0;3;6;4;0;0;0;0;16354;7.0;252;176;51;1;6;3;7;1;1;0;0;16178;6.8;202;-176;0
13;0;2;5;2;1;0;1;0;14652;6.8;205;-458;14;1;5;2;3;1;1;0;0;15110;6.8;210;458;0
30;1;4;2;7;0;0;0;0;15331;6.8;182;676;64;0;2;4;1;1;1;0;0;14655;7.2;216;-676;0
18;0;6;4;5;1;1;0;0;17002;7.2;218;2536;14;1;4;6;0;1;0;1;0;14466;6.4;210;-2536;1
53;0;7;11;10;0;0;0;0;16308;6.8;189;-1751;40;1;11;7;9;1;0;1;0;18059;7.4;200;1751;1
17;0;7;10;9;0;0;0;0;16282;6.8;198;-1516;16;1;10;7;10;2;1;1;0;17798;6.8;201;1516;1
14;1;3;7;3;0;0;0;0;14110;6.4;162;-2566;15;0;7;3;3;0;0;0;0;16676;6.8;228;2566;0
85;1;4;8;5;0;0;0;0;15426;7.0;226;-2023;16;0;8;4;4;1;1;0;0;17449;7.4;251;2023;0
14;0;5;6;4;1;0;1;0;15983;6.8;222;-276;16;1;6;5;8;0;0;0;0;16259;6.8;189;276;0
18;1;7;4;5;2;1;1;0;16801;7.2;211;1574;12;0;4;7;3;0;0;0;0;15227;6.8;200;-1574;1
22;0;6;3;10;0;0;0;0;17141;7.2;232;2378;15;1;3;6;1;1;1;0;0;14763;6.8;206;-2378;1
16;1;4;9;4;0;0;0;0;15122;7.0;195;-3223;12;0;9;4;10;2;1;1;0;18345;7.4;235;3223;0
16;0;5;5;7;0;0;0;0;16878;7.0;238;808;38;1;5;5;8;1;1;0;0;16070;7.0;214;-808;0
38;1;8;2;8;0;0;0;0;18274;7.0;238;3803;15;0;2;8;6;0;0;0;0;14471;6.4;201;-3803;1
17;0;2;8;3;0;0;0;0;14176;6.8;194;-3360;19;1;8;2;7;1;1;0;0;17536;7.2;228;3360;0
16;0;6;2;9;0;0;0;0;17549;7.2;243;2397;21;1;2;6;1;1;0;1;0;15152;6.8;248;-2397;1
18;1;5;8;7;0;0;0;0;16049;6.6;217;-883;14;0;8;5;9;0;0;0;0;16932;7.0;187;883;0
13;1;1;4;1;0;0;0;0;14017;6.4;229;-2638;39;0;4;1;5;2;1;1;0;16655;6.8;231;2638;0
17;1;14;3;16;0;0;0;0;20139;7.8;218;5035;16;0;3;14;5;0;0;0;0;15104;6.6;223;-5035;1
18;1;5;8;5;0;0;0;0;16659;7.0;234;-1003;15;0;8;5;7;2;1;1;0;17662;7.0;217;1003;0
15;1;5;8;4;0;0;0;0;15975;6.8;227;-1963;15;0;8;5;10;1;1;0;0;17938;7.2;225;1963;0
34;0;6;7;7;0;0;0;0;16728;7.2;221;-1071;14;1;7;6;8;1;1;0;0;17799;7.4;248;1071;0
18;1;6;5;9;0;0;0;0;16693;7.0;227;897;16;0;5;6;7;0;0;0;0;15796;7.0;237;-897;1
18;1;5;2;4;2;1;1;0;15925;6.8;228;1946;20;0;2;5;2;0;0;0;0;13979;6.8;213;-1946;1
20;0;8;8;5;1;0;1;0;16763;6.8;193;-219;15;1;8;8;6;1;1;0;0;16982;7.2;183;219;0
19;1;6;4;7;0;0;0;0;16852;6.8;239;1588;16;0;4;6;7;0;0;0;0;15264;6.8;213;-1588;1
14;0;2;6;3;0;0;0;0;14950;7.0;234;-1889;14;1;6;2;6;1;1;0;0;16839;7.0;229;1889;0
17;0;2;4;2;1;1;0;0;14863;6.8;195;-720;15;1;4;2;4;0;0;0;0;15583;6.8;223;720;1
15;1;3;12;2;0;0;0;0;15853;7.0;220;-2388;18;0;12;3;8;2;1;1;0;18241;7.6;205;2388;0
17;0;3;13;1;0;0;0;0;13428;6.0;167;-5668;17;1;13;3;10;1;1;0;0;19096;7.0;218;5668;0
18;0;7;8;8;1;1;0;0;17570;7.0;238;527;16;1;8;7;11;0;0;0;0;17043;6.8;176;-527;1
19;1;6;4;3;1;0;1;0;16561;7.0;232;1496;55;0;4;6;4;1;1;0;0;15065;7.0;191;-1496;1
18;0;8;14;4;0;0;0;0;15070;6.4;142;-4245;20;1;14;8;12;2;1;1;0;19315;7.0;193;4245;0
17;1;10;5;17;1;1;0;0;19190;7.2;202;3386;18;0;5;10;8;1;0;1;0;15804;6.4;224;-3386;0
21;0;3;8;1;0;0;0;0;14269;6.6;200;-3145;19;1;8;3;10;1;1;0;0;17414;7.2;235;3145;0
17;0;1;5;0;1;1;0;0;14916;6.8;239;-1325;18;1;5;1;8;0;0;0;0;16241;6.8;251;1325;0
14;0;5;8;7;2;1;1;0;16256;7.0;231;-1623;14;1;8;5;9;0;0;0;0;17879;7.0;243;1623;1
19;0;3;3;3;1;1;0;0;15231;7.0;221;1076;20;1;3;3;0;0;0;0;0;14155;6.8;223;-1076;1
19;0;7;10;9;1;1;0;0;16070;6.6;173;-1156;16;1;10;7;6;0;0;0;0;17226;6.6;211;1156;1
16;0;3;3;2;1;0;1;0;15416;6.8;228;450;12;1;3;3;5;0;0;0;0;14966;6.8;220;-450;0
10;1;7;5;4;1;0;1;2;19036;7.0;246;4363;11;0;5;7;4;0;0;0;0;14673;5.8;164;-4363;1
18;1;11;6;13;1;1;0;0;18214;7.2;220;2262;18;0;6;11;6;0;0;0;0;15952;6.6;228;-2262;1
20;1;6;9;7;0;0;0;0;17430;6.8;212;-367;15;0;9;6;9;0;0;0;0;17797;7.2;205;367;0
14;0;6;3;7;0;0;0;0;16590;7.2;228;1214;16;1;3;6;2;1;1;0;0;15376;6.8;224;-1214;1
15;1;4;1;6;1;1;0;0;15508;6.8;217;1728;17;0;1;4;0;0;0;0;0;13780;6.8;223;-1728;1
27;1;6;5;4;0;0;0;0;16789;7.0;218;959;17;0;5;6;5;1;1;0;0;15830;7.0;213;-959;1
76;1;5;5;6;1;0;1;0;16298;7.0;230;924;14;0;5;5;5;1;1;0;0;15374;6.8;209;-924;1
19;1;12;2;13;1;1;0;0;19320;7.4;251;4544;17;0;2;12;2;0;0;0;0;14776;6.8;206;-4544;1
13;0;4;11;4;2;1;1;0;14926;6.6;210;-4847;32;1;11;4;12;0;0;0;1;19773;7.4;218;4847;0
78;1;9;3;17;1;1;0;0;17496;7.4;220;1849;17;0;3;9;2;1;0;1;0;15647;6.8;224;-1849;1
14;0;7;11;7;0;0;0;0;15177;6.4;152;-3891;41;1;11;7;9;0;0;0;0;19068;7.2;218;3891;1
11;1;6;9;8;0;0;0;0;17025;7.0;231;-1314;17;0;9;6;9;1;1;0;0;18339;7.4;232;1314;0
16;1;9;5;14;0;0;0;0;18203;7.2;223;2718;45;0;5;9;5;0;0;0;0;15485;6.8;216;-2718;1
14;0;3;8;3;0;0;0;0;15160;7.0;217;-2174;13;1;8;3;12;2;1;1;0;17334;7.2;227;2174;0
15;1;4;1;2;1;1;0;0;15304;7.0;228;1093;46;0;1;4;1;0;0;0;0;14211;6.8;215;-1093;1
15;0;11;10;8;0;0;0;0;17503;6.8;192;-215;52;1;10;11;13;0;0;0;0;17718;7.0;210;215;1
16;1;7;6;10;1;0;1;0;16468;6.4;226;635;51;0;6;7;6;1;1;0;0;15833;6.8;228;-635;1
17;0;10;10;10;0;0;0;0;19035;7.2;219;120;13;1;10;10;10;1;0;1;1;18915;6.6;208;-120;1
19;0;10;9;11;1;1;0;0;18413;7.2;219;194;13;1;9;10;12;0;0;0;0;18219;6.8;230;-194;1
15;1;9;2;21;1;1;0;0;18470;7.2;263;3581;17;0;2;9;1;0;0;0;0;14889;6.8;238;-3581;1
15;0;6;13;9;0;0;0;0;16291;6.6;191;-3622;146;1;13;6;12;0;0;0;0;19913;7.0;223;3622;0
48;1;6;6;9;1;1;0;0;16301;6.8;210;-303;19;0;6;6;11;1;0;1;0;16604;6.8;210;303;1
14;0;9;8;7;1;1;0;0;17183;7.0;196;-1295;18;1;8;9;10;0;0;0;0;18478;7.0;247;1295;0
39;0;1;5;1;0;0;0;0;13361;6.8;174;-3006;15;1;5;1;4;2;1;1;0;16367;7.0;219;3006;0
38;1;2;1;4;1;0;1;0;14807;6.8;214;1090;16;0;1;2;1;1;1;0;0;13717;6.6;197;-1090;1
14;0;4;3;1;1;1;0;0;15195;7.0;217;324;16;1;3;4;2;0;0;0;0;14871;6.4;228;-324;1
12;1;3;7;2;0;0;0;0;14788;6.6;215;-2025;17;0;7;3;6;1;1;0;0;16813;7.2;233;2025;1
41;1;7;8;8;0;0;0;0;16604;6.6;203;-416;17;0;8;7;11;1;1;0;0;17020;7.0;201;416;0
12;1;4;4;2;1;0;1;0;15661;7.2;232;62;40;0;4;4;5;1;1;0;0;15599;6.8;202;-62;0
16;1;5;7;3;0;0;0;0;16259;6.6;221;-67;36;0;7;5;12;1;1;0;0;16326;7.2;200;67;0
20;0;11;4;13;1;1;0;0;19716;7.2;234;5163;15;1;4;11;4;0;0;0;0;14553;6.4;182;-5163;1
16;1;11;5;18;1;1;0;0;18612;7.2;227;2728;14;0;5;11;6;0;0;0;0;15884;7.0;225;-2728;1
15;0;3;9;1;1;1;0;0;14711;6.8;204;-3559;42;1;9;3;7;0;0;0;0;18270;7.2;256;3559;0
38;1;6;4;7;2;1;1;0;16886;6.8;221;184;16;0;4;6;5;0;0;0;0;16702;7.0;237;-184;1
17;1;4;7;4;1;1;0;0;14980;6.4;206;-2040;13;0;7;4;6;0;0;0;0;17020;7.0;224;2040;0
16;1;6;1;9;1;1;0;0;16544;6.8;208;2151;55;0;1;6;3;0;0;0;0;14393;6.6;222;-2151;1
32;0;10;12;9;0;0;0;0;16174;6.6;149;-2452;14;1;12;10;8;0;0;0;0;18626;7.0;210;2452;0
41;1;7;4;7;2;1;1;0;18047;7.2;228;3255;18;0;4;7;3;0;0;0;0;14792;6.8;197;-3255;1
34;1;9;3;6;0;0;0;0;17484;7.4;230;1128;15;0;3;9;2;1;1;0;0;16356;7.4;226;-1128;1
25;1;6;5;7;1;0;1;1;17826;7.4;225;1909;16;0;5;6;3;0;0;0;0;15917;7.0;220;-1909;1
18;0;10;6;9;0;0;0;0;18673;6.8;223;3397;15;1;6;10;8;0;0;0;0;15276;6.6;186;-3397;1
20;0;8;12;11;0;0;0;0;17540;7.0;182;-3563;16;1;12;8;22;1;1;0;0;21103;7.2;198;3563;0
16;1;7;9;4;1;1;0;0;16808;6.8;231;-361;18;0;9;7;13;0;0;0;0;17169;6.4;214;361;0
17;0;4;3;3;1;0;1;0;15227;7.0;203;-513;38;1;3;4;4;0;0;0;0;15740;7.0;226;513;1
20;0;11;4;12;0;0;0;0;19392;7.2;239;4872;20;1;4;11;6;0;0;0;0;14520;6.2;203;-4872;1
34;0;6;7;5;1;0;1;0;17194;7.2;234;985;16;1;7;6;7;0;0;0;0;16209;6.4;215;-985;0
16;1;4;8;3;1;1;0;0;15672;7.2;238;-1599;21;0;8;4;9;1;0;1;0;17271;7.4;236;1599;1
11;0;11;4;15;1;1;0;0;18565;7.4;216;1719;11;1;4;11;5;0;0;0;0;16846;7.0;242;-1719;1
15;0;1;6;0;0;0;0;0;13921;6.6;207;-2641;16;1;6;1;5;1;0;1;0;16562;7.0;242;2641;0
13;1;3;9;2;0;0;0;0;14521;6.6;201;-2846;17;0;9;3;11;2;1;1;0;17367;7.2;229;2846;0
15;0;3;10;1;0;0;0;0;15049;6.6;209;-3891;30;1;10;3;12;1;1;0;0;18940;7.4;221;3891;0
19;0;13;4;11;1;1;0;0;20127;7.0;234;6202;16;1;4;13;5;0;0;0;0;13925;6.0;175;-6202;1
15;0;3;2;5;0;0;0;0;17194;7.2;253;2330;15;1;2;3;3;0;0;0;0;14864;6.8;219;-2330;1
15;1;9;7;8;0;0;0;0;19122;7.2;238;3089;12;0;7;9;10;0;0;0;0;16033;6.8;169;-3089;0
